doc_id,url,source,language,rights,content_sha256,policy_version,final_stage,decision,reason,cluster_id,kept_id
synthetic-00399,https://fixture.invalid/00399,community,en,permission,49666b7291b259f0d3ae5b603d9907038a9acc2e47a09de958346b6bd7154632,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,119,synthetic-00399
synthetic-00400,https://fixture.invalid/00400,reference,en,licensed,2f8301ae70c4fd411cc1ff66875fc5cf8fd462d745ba950c7d0fb69c33457fd4,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,120,synthetic-00401
synthetic-00401,https://fixture.invalid/00401,reference,en,licensed,21c450fdc1b75258006bbb8bb16f3084c8381827dec437605272a28b9bba73de,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,120,synthetic-00401
synthetic-00402,https://fixture.invalid/00402,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00403,https://fixture.invalid/00403,web,en,restricted,09654d5dc8f221a18014db0f82d904d0b5ab741e99db92f69754fec6eb380f30,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00404,https://fixture.invalid/00404,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00405,https://fixture.invalid/00405,library,en,public-domain,db127b013353975557461d3b0ac9a99f45c1280e721635f7d54a6c2919b8cf70,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,121,synthetic-00405
synthetic-00406,https://fixture.invalid/00406,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00407,https://fixture.invalid/00407,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00408,https://fixture.invalid/00408,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00409,https://fixture.invalid/00409,community,en,permission,aaad5e13ff5f5781875763ff34950572735c54ff7664b6e2f907fdcdb8872796,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,122,synthetic-00409
synthetic-00410,https://fixture.invalid/00410,reference,en,licensed,adddcecbec916dd20026497b5ee58d3635a42b4b3d6add79b0f05e2bea9e225f,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,123,synthetic-00411
synthetic-00411,https://fixture.invalid/00411,reference,en,licensed,4bb263444948bbc66eda57b1e49916c92fbb44213c0492a940dd88f42fd51296,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,123,synthetic-00411
synthetic-00412,https://fixture.invalid/00412,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00413,https://fixture.invalid/00413,web,en,restricted,dfea6de8c16b383ae21033430319adba41471e0cb6edbdf299ab58c3a5d10b8d,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00414,https://fixture.invalid/00414,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00415,https://fixture.invalid/00415,library,en,public-domain,279106bc627fa413e6143565249e21d6125a98366ed17f6bef2a6e9453a04a64,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,124,synthetic-00415
synthetic-00416,https://fixture.invalid/00416,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00417,https://fixture.invalid/00417,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00418,https://fixture.invalid/00418,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00419,https://fixture.invalid/00419,community,en,permission,6a00892e1a5ddce6add1110787c9ac6b4aeac22ed45bddf7ca69df6b7daae719,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,125,synthetic-00419
synthetic-00420,https://fixture.invalid/00420,reference,en,licensed,11991fcb179c14f9a3a528583c4ec68e5520e61049225c5410bc0b24f0c5ebe3,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,126,synthetic-00421
synthetic-00421,https://fixture.invalid/00421,reference,en,licensed,2f8521b4f8cacc79c5e48e6aad5c0edf4e4b59382d0e7e392a9a44d2357ec42e,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,126,synthetic-00421
synthetic-00422,https://fixture.invalid/00422,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00423,https://fixture.invalid/00423,web,en,restricted,ea3e3a9fa983155063525d66ee1527f0300c6831849b8825a889f4dae0fe88a1,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00424,https://fixture.invalid/00424,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00425,https://fixture.invalid/00425,library,en,public-domain,86de18c63b94f0d0af16a69983f0cf9b60de2e694e04e90da3ce558e591ffa8e,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,127,synthetic-00425
synthetic-00426,https://fixture.invalid/00426,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00427,https://fixture.invalid/00427,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00428,https://fixture.invalid/00428,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00429,https://fixture.invalid/00429,community,en,permission,e9683a15db083ce75c6f3bbd8fe789c12d9489ceeca8bca887fca5471a73203a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,128,synthetic-00429
synthetic-00430,https://fixture.invalid/00430,reference,en,licensed,d2ff1adb4843beefbcc246f78d00c731123b5f57324dce983c11dbee9fddfaff,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,129,synthetic-00431
synthetic-00431,https://fixture.invalid/00431,reference,en,licensed,1403281f335ab673b8140a55cd9d60409eeec6e65f765ff69bb07765f41b64a1,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,129,synthetic-00431
synthetic-00432,https://fixture.invalid/00432,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00433,https://fixture.invalid/00433,web,en,restricted,3eeb4efada8e3259132d95e6fb2e8b5b2ce9882ab2a30a2becb0ac8030706273,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00434,https://fixture.invalid/00434,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00435,https://fixture.invalid/00435,library,en,public-domain,0989ac050dbda43bd238b7b1bb16e403443f2bd1b14b1f4bb927a5daf31405b5,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,130,synthetic-00435
synthetic-00436,https://fixture.invalid/00436,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00437,https://fixture.invalid/00437,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00438,https://fixture.invalid/00438,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00439,https://fixture.invalid/00439,community,en,permission,3072ec48f1f9a87b7c44f7aa0f905bbaaadffa4df25509f85280d13ff6b3fa17,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,131,synthetic-00439
synthetic-00440,https://fixture.invalid/00440,reference,en,licensed,419a7a236220f2ef3bd85667efa0f9d3a4014622fabafb5b6d770d8acd10d05a,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,132,synthetic-00441
synthetic-00441,https://fixture.invalid/00441,reference,en,licensed,54c5142314b4bbf350b7b29648db5204e28fca381d875e535e3ebdc597516384,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,132,synthetic-00441
synthetic-00442,https://fixture.invalid/00442,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00443,https://fixture.invalid/00443,web,en,restricted,eb983a18be2f7cdcd6dfe8fe40db4e1834fb63dec743d7bf12d976370fa74a55,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00444,https://fixture.invalid/00444,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00445,https://fixture.invalid/00445,library,en,public-domain,4de5ff723e580fd845ee3903bf56351481e6a32b06c4feaaddc40827d1a99726,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,133,synthetic-00445
synthetic-00446,https://fixture.invalid/00446,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00447,https://fixture.invalid/00447,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00448,https://fixture.invalid/00448,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00449,https://fixture.invalid/00449,community,en,permission,f9488608bb26c88bb96581a9a24794ee7a7248a39f7f7e29dbadc18382b55a3b,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,134,synthetic-00449
synthetic-00450,https://fixture.invalid/00450,reference,en,licensed,5c26a7ad629aaff3e6987c27961037231bd0633c6e0a440af7ebec400713b499,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,135,synthetic-00451
synthetic-00451,https://fixture.invalid/00451,reference,en,licensed,11e4fd8598f65ac45d1d62b0e79acf42cc4dc00c327329a150b6e93a411d2ecb,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,135,synthetic-00451
synthetic-00452,https://fixture.invalid/00452,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00453,https://fixture.invalid/00453,web,en,restricted,ee4f2aae8777fd08cedc7b9ad5fa3ddebae0a800104a60cbe78797b1578cfb34,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00454,https://fixture.invalid/00454,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00455,https://fixture.invalid/00455,library,en,public-domain,d0bf4ffdd3e0435db0932e00150ee86ffdb48977c7c88ded46f1ff1b23de261f,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,136,synthetic-00455
synthetic-00456,https://fixture.invalid/00456,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00457,https://fixture.invalid/00457,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00458,https://fixture.invalid/00458,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00459,https://fixture.invalid/00459,community,en,permission,ccd00014f772c89dc34c413d0425f7b3afd87b56b7032a9b1a7cedcefd7d98a0,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,137,synthetic-00459
synthetic-00460,https://fixture.invalid/00460,reference,en,licensed,008754266671e73bb37f1d21a8af5382b0b40e2c2242c23a23a2a10055b36e30,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,138,synthetic-00461
synthetic-00461,https://fixture.invalid/00461,reference,en,licensed,37545aab43db4f1b8362c66268bfd7ee3fa60f23c83f409baad14c25edd07f28,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,138,synthetic-00461
synthetic-00462,https://fixture.invalid/00462,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00463,https://fixture.invalid/00463,web,en,restricted,9c8ea393e37a928b79cc175bb2f7f329f29667272094824cbdec770971d95b2e,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00464,https://fixture.invalid/00464,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00465,https://fixture.invalid/00465,library,en,public-domain,a32391c26ea2f124bc7e8b93ac75566fe76bbb9af7551e9e9e10f2f185c7f737,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,139,synthetic-00465
synthetic-00466,https://fixture.invalid/00466,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00467,https://fixture.invalid/00467,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00468,https://fixture.invalid/00468,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00469,https://fixture.invalid/00469,community,en,permission,f2e2cc980b0c50e854a689f7032449b211d6011c3932b5d093974350b8e19507,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,140,synthetic-00469
synthetic-00470,https://fixture.invalid/00470,reference,en,licensed,29ee72d2936e840a918fc9b20b1cbda90de5104ca77c7d81c3e362357aa03a00,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,141,synthetic-00471
synthetic-00471,https://fixture.invalid/00471,reference,en,licensed,2fd08bc0010d9ce8e84d82a967247a2b775b22939338f4014097669d496ec345,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,141,synthetic-00471
synthetic-00472,https://fixture.invalid/00472,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00473,https://fixture.invalid/00473,web,en,restricted,35f5c169fc225a971d353aee66ee0f429676f8bebd2da2605a61fde60cf91137,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00474,https://fixture.invalid/00474,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00475,https://fixture.invalid/00475,library,en,public-domain,643b97312e632f65df60db3b376f0b610b0109d7f1a9bf4ef1e91f0839859d1e,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,142,synthetic-00475
synthetic-00476,https://fixture.invalid/00476,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00477,https://fixture.invalid/00477,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00478,https://fixture.invalid/00478,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00479,https://fixture.invalid/00479,community,en,permission,04a2f19c9f5f4d3f0845e58fdb7c7bfec8d6475ddc67ba04bf7781c1baae5856,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,143,synthetic-00479
synthetic-00480,https://fixture.invalid/00480,reference,en,licensed,428c175f015fc903317a3cac885b8e6c0ba2b95c0d974cae4bc0bf2b78ca7c5e,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,144,synthetic-00481
synthetic-00481,https://fixture.invalid/00481,reference,en,licensed,3be3bb82010c462d702caf6874fa793eb17304243da5e2ab3ae3e2811eeac31a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,144,synthetic-00481
synthetic-00482,https://fixture.invalid/00482,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00483,https://fixture.invalid/00483,web,en,restricted,76f637011ac29c38efb471f2ec207904776bc5932162ca19582e44159088aaa6,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00484,https://fixture.invalid/00484,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00485,https://fixture.invalid/00485,library,en,public-domain,c3cffcdf5d6601b66e681b50dba0359af098c1986c4b5a4f5e7c94ea15d241bc,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,145,synthetic-00485
synthetic-00486,https://fixture.invalid/00486,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00487,https://fixture.invalid/00487,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00488,https://fixture.invalid/00488,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00489,https://fixture.invalid/00489,community,en,permission,5b22309a3e821ad1227c8bcb0315d42638d7e947628c65a1d6bda4615214f6ce,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,146,synthetic-00489
synthetic-00490,https://fixture.invalid/00490,reference,en,licensed,aca29ac8da2e4cc8936b80e5b4a8cb42c482059ed3dcd18bc5f3af78cd90954b,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,147,synthetic-00491
synthetic-00491,https://fixture.invalid/00491,reference,en,licensed,d8b426c7b3dabef19b024842b8c2f9fee9a01e4be9f5e1b8115197269c92dc2d,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,147,synthetic-00491
synthetic-00492,https://fixture.invalid/00492,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00493,https://fixture.invalid/00493,web,en,restricted,4f3219dceb30bf1410e7f2b60ddfcf17cade0a9ee9101ef3ce8b6d8c650f2d07,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00494,https://fixture.invalid/00494,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00495,https://fixture.invalid/00495,library,en,public-domain,18759b96f09045a05b07b2757f86b794cd0c842e77a9175d9b1add8be57b65ec,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,148,synthetic-00495
synthetic-00496,https://fixture.invalid/00496,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00497,https://fixture.invalid/00497,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00498,https://fixture.invalid/00498,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00499,https://fixture.invalid/00499,community,en,permission,c6656ab9aa94d4de70c9cfb03b3e46a8807729d53de8e97a8526c0d12d293bf7,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,149,synthetic-00499
synthetic-00500,https://fixture.invalid/00500,reference,en,licensed,c0a7b1a2ecac2c4a63582e97ce3291a4e5be562156ba55cd7503961333743d1f,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,150,synthetic-00501
synthetic-00501,https://fixture.invalid/00501,reference,en,licensed,40ccc8ae4610720366e89c3c206602b42e8592a05acd7e4cab0c1dc35dd8bd35,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,150,synthetic-00501
synthetic-00502,https://fixture.invalid/00502,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00503,https://fixture.invalid/00503,web,en,restricted,136b94b8cc6e2f8b511e20afa6e03fa6a2d39cac5d1405e06682174f96c52ce3,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00504,https://fixture.invalid/00504,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00505,https://fixture.invalid/00505,library,en,public-domain,c1603a302bdeba5246d19c819e098d7168030aafd93f78e05cdbbf0a4e69f988,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,151,synthetic-00505
synthetic-00506,https://fixture.invalid/00506,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00507,https://fixture.invalid/00507,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00508,https://fixture.invalid/00508,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00509,https://fixture.invalid/00509,community,en,permission,fb7ef6937ea48d973ac9602c38f620a59521b7ba5d68c93e5c891d9eaae1e3fa,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,152,synthetic-00509
synthetic-00510,https://fixture.invalid/00510,reference,en,licensed,918b86387c71ef74be8180c150e7b611fe85fda16fb9d560063d85963eb2a7d5,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,153,synthetic-00511
synthetic-00511,https://fixture.invalid/00511,reference,en,licensed,cfefd39eee1dcb110b8bceda9280d1d3d194acefb7314ec85fe4f48810a15e00,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,153,synthetic-00511
synthetic-00512,https://fixture.invalid/00512,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00513,https://fixture.invalid/00513,web,en,restricted,e7db7dfc57020d6af12b09c99bdda3914f383601b6f2d694ee472e6bc7572dd6,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00514,https://fixture.invalid/00514,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00515,https://fixture.invalid/00515,library,en,public-domain,7290f3298a63ceff34c9a0c5d4368f0769db6e788daf6c6b37aa1f4e2f48f08a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,154,synthetic-00515
synthetic-00516,https://fixture.invalid/00516,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00517,https://fixture.invalid/00517,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00518,https://fixture.invalid/00518,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00519,https://fixture.invalid/00519,community,en,permission,75d2356626004bcb70e0e2a790a701fe12db9c797e0f0e35528abe311649f820,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,155,synthetic-00519
synthetic-00520,https://fixture.invalid/00520,reference,en,licensed,1450b0dbc54575fb31e6a006d34913ed3f1f46cf25e36d043ea3dd99cee0d8d0,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,156,synthetic-00521
synthetic-00521,https://fixture.invalid/00521,reference,en,licensed,42d8639d0ec9af54ca55fe8868e69f5f7bd7fdcac5d3d11dccf332db24602306,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,156,synthetic-00521
synthetic-00522,https://fixture.invalid/00522,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00523,https://fixture.invalid/00523,web,en,restricted,1d27647cf5adffeb2fd2e8bdda3c2758d75e20e8a396a4d34321caaf166fd3bc,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00524,https://fixture.invalid/00524,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00525,https://fixture.invalid/00525,library,en,public-domain,4499e03b9f029c1b8052bcd5764db1a905ffafe8b1401c3b9f4daf1a800beb0a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,157,synthetic-00525
synthetic-00526,https://fixture.invalid/00526,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00527,https://fixture.invalid/00527,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00528,https://fixture.invalid/00528,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00529,https://fixture.invalid/00529,community,en,permission,cb542c6b0a21daec21c6ebda5fca1c833cb372682aa2a4ca0362b9a411ef82c7,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,158,synthetic-00529
